age,income,transactions,credit_limit,avg_spent,payment_delay,churn
37,81991,52,9756,8721,11,1
66,60927,68,4019,8579,22,1
59,120377,21,2304,8433,16,0
52,108090,18,15144,4282,11,0
67,69853,39,17516,9498,6,0
35,51826,15,17832,6985,28,0
34,62879,53,11022,5906,23,0
41,77265,38,11350,3968,6,0
20,92361,48,12818,7644,28,1
49,128956,52,1849,8912,27,0
52,97990,88,4962,5775,20,1
55,109787,72,5854,6367,27,1
30,106184,28,2539,7016,22,1
64,60736,85,19283,5126,9,0
42,44530,16,3944,2762,15,1
26,98052,16,4244,2914,10,1
21,67058,35,14255,5740,15,0
31,126080,17,2591,9549,1,0
54,94094,73,16768,5622,24,1
51,94255,99,8855,5493,1,0
28,24886,52,19511,9464,17,0
58,146598,93,2601,2992,4,1
20,113721,82,13809,8711,13,1
45,138623,12,18606,9497,7,1
46,57387,83,6690,2675,5,1
26,41575,48,13521,2905,27,1
20,132260,22,2842,3863,8,1
42,128649,49,11483,7841,5,1
51,59643,52,9058,8400,20,1
29,30100,79,14704,9572,16,0
59,80356,1,6565,2105,7,0
26,27856,66,12088,3057,2,0
32,58169,64,5488,9135,11,0
57,48804,8,9906,2542,12,0
42,149557,86,2927,1278,17,1
22,55790,25,16512,3659,22,0
28,50988,66,9301,6895,10,0
51,129979,73,9457,2246,1,1
41,96448,73,6492,6474,13,0
32,58506,77,4223,5650,0,1
55,133430,70,1954,920,26,0
25,107904,94,10541,2608,14,0
22,87306,79,16007,5174,28,1
65,32305,51,2574,5845,17,0
43,29969,53,16674,4496,21,0
35,32404,15,16426,6582,17,0
23,28989,50,8095,4410,16,1
54,85305,71,13023,3126,0,1
65,55983,75,4255,990,13,1
30,130284,38,2058,9987,19,1
45,59462,40,2957,6432,23,1
22,39360,66,5944,3871,21,0
30,105657,39,6058,4564,15,0
34,46287,74,3519,6337,3,1
67,85472,17,12845,5489,21,1
57,135440,7,3570,6471,5,0
62,128965,39,8450,3880,24,1
49,81313,68,8703,6189,15,0
46,54160,35,16898,9103,19,1
68,26789,51,15389,7973,5,1
20,47181,47,16414,2176,14,0
57,34385,36,1744,8290,25,0
51,102597,64,4514,5782,0,1
57,85641,95,11871,3211,6,1
44,64247,89,14536,9931,22,0
30,106673,13,1175,1102,10,0
62,120250,18,17949,2437,0,1
50,25544,21,4217,8621,7,0
23,135783,65,16106,8717,13,1
41,33275,8,14696,7312,4,1
36,125289,48,10586,1567,12,1
33,83248,85,6802,5752,14,1
57,54550,43,8034,6363,8,1
45,73693,53,17263,879,7,1
50,148924,85,10412,9976,18,1
65,39641,27,18331,6002,16,0
58,91749,19,9776,3682,18,0
30,144877,23,12054,4247,29,1
60,100021,50,10812,5696,17,0
62,35605,51,12399,5632,17,1
42,123173,43,15963,6540,26,1
59,70713,99,11768,4620,3,0
53,40390,51,1531,9237,1,0
44,95403,69,18615,5759,23,1
55,78466,41,19081,8966,4,0
24,23981,72,18929,3422,16,1
22,29493,11,12357,3887,21,0
60,91218,80,2437,5942,27,1
62,91318,88,6502,6052,6,1
68,135631,85,8608,4513,28,1
48,139238,52,6566,5867,15,0
40,115335,23,9808,8802,0,1
59,127441,49,5014,7459,28,1
27,36984,38,19640,6790,11,0
49,145580,47,14613,1051,18,0
60,131316,72,8399,633,8,1
47,42760,7,1931,7107,15,0
56,111529,66,19713,7099,28,1
48,21524,94,17777,5624,29,1
35,138454,77,3465,1560,6,1
53,69402,62,16623,7884,29,0
19,111656,87,15008,2686,28,0
31,85614,29,9817,3165,14,0
30,55891,38,6988,3670,11,1
46,111009,84,8509,3146,3,1
29,59832,33,13849,1095,5,1
56,65836,29,12071,4606,5,0
19,93953,79,15081,6317,14,0
49,33362,23,14228,3921,27,1
30,86745,3,12614,2778,2,0
63,57921,93,11301,1664,1,0
44,90434,45,3781,1117,4,0
66,147717,8,11083,950,7,0
58,38562,86,12374,7872,18,1
34,84510,29,2639,2392,20,1
57,96407,2,14838,6028,29,1
48,27610,50,9973,2954,15,0
51,129381,65,14982,4308,18,0
41,112918,20,13884,9976,29,0
62,35791,52,11248,2257,22,1
52,78047,85,11515,722,15,0
65,120848,37,3274,7453,5,1
23,123826,72,11830,7536,21,1
36,87906,27,3480,9592,0,1
47,39665,47,7799,2865,17,0
24,90246,99,9547,2109,21,1
27,85864,6,15328,7721,7,1
58,66451,60,13679,1723,4,0
49,123883,45,14928,2407,11,1
51,106148,44,11659,6310,17,0
45,65890,83,7104,6948,4,1
32,26794,18,17547,8466,24,0
47,52888,65,13925,9960,21,1
54,26749,25,4381,5437,28,1
46,66531,27,3064,6248,12,1
39,135652,7,7589,1731,20,0
21,40608,44,8447,1237,25,0
37,100986,29,1339,4936,21,0
49,89211,95,6130,3479,28,1
53,140382,44,8733,1029,11,0
67,103996,36,14110,7641,15,0
21,76017,19,6049,4918,13,0
44,123947,6,11318,9896,10,0
34,77676,25,13633,2486,27,1
29,31560,31,16608,846,8,1
39,74401,9,1638,6325,22,1
34,70468,84,8709,1715,9,1
27,135884,74,6143,8545,15,1
18,52463,37,2224,6298,18,1
39,51663,27,15466,744,9,0
43,133687,13,16279,7558,25,1
35,88706,41,13102,632,20,0
67,78773,66,5245,1870,3,1
31,53123,85,10741,1587,26,0
64,114346,97,8407,4502,20,1
46,29718,24,15790,8810,7,1
29,146777,44,16642,3403,10,1
53,82637,98,10567,7322,29,1
52,20028,60,9859,1394,5,0
69,82370,9,6768,1765,3,0
29,67599,2,19758,6923,20,1
24,37397,56,18399,862,26,1
46,129198,30,1335,7664,22,0
28,127323,22,13953,9005,29,1
50,65406,75,16330,6132,23,1
23,67657,81,17464,2206,4,0
64,87560,13,3134,7834,17,0
32,143178,71,17641,7413,21,0
49,124143,16,1184,2893,24,0
68,144745,97,17506,8626,2,1
28,146896,45,9056,4194,6,1
40,33503,65,8263,1489,23,1
43,74943,11,14191,4180,21,1
51,95839,70,4514,9596,11,0
63,102674,20,7077,6910,2,1
51,45345,99,18778,3897,16,1
46,138423,63,3352,4497,2,0
21,70390,90,16716,1410,10,1
34,115041,12,10500,7086,5,0
52,79557,62,15992,6481,10,0
30,85054,94,11133,2623,3,0
58,21906,92,7405,2351,16,0
56,60167,91,17874,6956,21,0
32,27961,42,18438,2115,0,1
46,46140,83,18085,9897,11,1
46,144098,69,3934,4526,23,1
28,139289,58,15347,7369,2,0
69,78701,5,14502,2946,15,0
49,97567,27,14711,3812,2,1
19,100664,28,14848,8514,13,0
64,101199,26,15426,7357,16,0
31,149856,91,5695,5519,18,0
37,119764,49,17203,3716,6,1
39,101218,21,16860,5975,25,0
28,142357,1,15097,4169,23,0
44,100729,92,15636,3024,10,0
20,48561,58,9843,7998,15,1
34,70568,79,17800,2461,23,0
61,129349,55,16573,6803,18,1
45,93302,81,6566,5125,4,0
46,115380,26,6999,8792,0,0
38,114968,84,4866,3948,24,1
64,49504,25,9937,3744,23,1
33,136116,77,3002,6547,9,1
54,57146,33,17623,5174,17,0
37,60297,89,19328,1714,9,1
23,106394,72,10047,8106,0,1
36,147173,69,16925,4126,28,1
22,145942,6,13707,9481,12,0
20,88607,23,11790,8375,3,1
18,36939,30,16301,6768,24,0
55,110467,78,16596,7312,11,0
32,70715,54,2353,5979,23,0
51,64460,87,11227,9194,15,1
52,86576,11,16828,672,18,1
66,88222,31,18063,1386,25,1
42,32666,6,9678,6763,11,1
41,82119,11,13910,4868,5,0
29,55321,77,7864,7556,15,1
35,21779,12,15716,5453,11,1
32,33186,66,18868,760,24,0
61,36459,53,16150,3852,25,1
33,106246,99,18074,1852,23,0
44,107755,36,7125,5743,9,0
25,25057,17,10204,3506,4,1
63,80663,28,3347,1322,27,0
42,38733,92,15743,1031,28,0
34,39157,22,4708,3320,27,0
46,55030,7,11114,666,24,1
25,39613,15,1637,5426,24,1
32,128612,96,6866,1555,18,1
44,135080,11,4008,1754,11,0
63,103028,24,17251,4786,7,1
67,106282,67,6600,8509,3,1
69,25188,30,12649,4507,25,0
24,127106,70,12366,8258,6,1
20,148346,66,12880,9664,25,1
46,49680,61,18783,8389,23,0
61,123361,78,18889,5244,22,1
41,80119,41,9441,8797,4,0
20,122302,82,6320,4787,10,1
37,94400,51,9727,1502,16,1
63,75718,44,12724,584,27,1
32,56445,95,7443,3495,23,0
42,25796,13,14394,5656,20,1
47,67218,90,7952,7694,2,1
31,59131,12,9649,6283,1,0
24,28123,82,4369,6195,18,1
34,28222,9,8983,653,28,0
61,44074,85,12888,6914,24,1
37,131958,48,6635,7184,1,1
53,136088,49,5069,2519,13,1
26,49825,53,7251,9789,25,1
55,56839,56,12579,1070,0,1
65,127112,40,6737,8422,15,1
39,147514,24,10439,8840,14,0
19,88322,98,3573,6653,17,1
41,76321,72,1125,3191,28,0
25,119174,33,10421,8169,1,1
28,122500,23,12403,6007,27,0
30,130100,77,2306,5369,10,0
34,45988,54,3101,6349,20,0
25,55507,53,15681,6467,16,1
38,119244,49,1135,4155,12,1
35,118644,78,8311,7171,11,0
47,145788,78,18843,6169,25,0
35,115251,80,1812,2992,23,0
63,43806,49,11130,9798,1,0
64,56901,60,18254,7012,21,0
48,37043,90,16227,9274,20,0
55,95761,90,14760,4850,17,1
49,29752,65,9826,7099,9,1
28,88993,32,14939,5156,11,0
62,62616,79,1668,9011,16,1
42,72127,21,18677,4815,21,0
50,94777,18,9460,5294,13,0
55,20453,94,9673,1937,21,1
58,95432,60,4390,531,18,0
25,142872,13,10453,1214,12,1
28,107362,24,16904,8455,23,0
39,30976,30,16396,9731,24,0
68,134176,2,5334,908,2,1
41,119122,83,17285,7846,24,1
58,90404,25,3235,8538,7,1
34,101932,50,6019,8240,4,0
29,117170,14,19961,8164,21,1
63,97707,6,1675,5531,27,0
49,109647,76,19823,1627,27,0
32,53688,84,10873,5936,11,1
33,106840,87,6587,9398,0,0
39,137106,30,6945,1282,20,1
45,127810,30,5767,5800,25,1
37,124779,38,8004,2679,15,0
50,113789,58,8728,7306,25,0
27,116516,94,7609,1678,11,1
57,22017,41,8131,2906,22,1
49,27957,94,18696,3307,16,0
67,134534,57,5099,3264,25,1
50,127724,36,19038,3224,8,0
19,24792,64,16859,3035,12,0
50,75982,98,16582,8904,22,1
50,33237,16,18669,5361,3,0
58,71586,88,12639,6800,26,1
30,101787,78,6180,8356,3,1
47,39252,90,18763,3646,26,0
50,30707,72,17192,7078,14,0
30,54206,14,18029,1701,9,0
69,114276,31,6412,3389,22,1
43,23543,66,5652,1144,5,1
39,64135,68,7834,6451,2,1
56,136469,65,5451,4722,29,1
19,133824,55,8084,4820,24,1
55,124647,84,13862,3588,14,1
56,55031,78,15692,9188,5,0
43,62929,40,17748,9164,10,0
63,85747,25,3655,3882,1,0
67,77851,25,8433,8425,25,1
32,75311,3,2314,1660,27,0
51,132113,69,15902,4812,1,1
59,125331,26,6272,8887,0,0
61,85867,40,1218,2748,10,0
66,108780,38,5703,4961,4,0
57,77196,38,16994,3266,25,0
28,93705,68,2539,2051,5,1
20,77894,7,14145,2947,2,1
23,107640,94,18986,6144,19,0
26,127437,30,6064,4809,4,0
23,34591,19,14788,7996,19,1
26,117247,35,18489,8810,8,1
56,68893,33,12603,3996,27,0
48,20727,33,3488,2216,18,0
49,41359,78,19802,5437,4,0
58,63822,38,17411,3414,22,0
67,121547,10,9207,2172,11,0
29,135336,57,13770,9894,11,0
25,123399,28,8977,1955,15,1
25,132113,78,5661,7045,6,1
67,108534,38,5549,7526,13,1
45,30929,16,16029,4478,21,1
37,148588,21,5973,2971,8,0
64,80091,92,9436,8809,14,1
24,100378,97,11086,867,22,1
28,43519,6,18740,3676,10,1
37,37393,41,7964,3874,3,0
33,54318,15,15842,7273,10,0
21,94531,3,2745,4312,25,0
23,114192,43,13697,6791,8,1
39,67934,47,4879,6485,5,1
43,125796,99,19499,2697,16,0
20,130805,14,3267,5411,8,0
58,101103,66,19651,1400,26,1
59,48840,29,10688,692,22,0
31,138089,4,16065,3270,5,0
28,109367,26,11988,5680,5,1
35,33265,12,5481,1450,3,1
29,25424,2,1929,7179,19,1
40,40625,17,8773,4106,10,0
29,99622,35,4324,5538,2,1
30,49187,10,5587,757,23,1
42,55929,86,1356,1721,23,0
62,81892,43,16787,1150,17,0
68,40539,21,6499,2925,15,0
36,76630,15,4841,9614,20,1
63,110639,35,13122,3659,15,1
53,113410,85,14409,897,28,0
62,29215,85,8059,5801,24,1
25,59385,85,1665,5902,11,1
46,107580,60,11220,8200,13,1
49,97462,44,11774,1060,8,1
68,133396,96,1553,8881,6,0
61,117037,5,14860,8896,13,1
35,115310,73,8045,5599,19,1
23,45008,18,10380,3871,19,1
35,68928,21,1149,3541,9,0
36,103096,72,17373,7344,10,1
39,109876,98,14343,5898,6,1
54,44976,74,3853,1212,18,1
49,133942,51,11128,3956,18,0
58,144984,41,13580,7447,20,1
20,47626,24,16254,4906,10,0
45,118256,24,3736,8149,28,1
27,120537,96,1956,4377,5,0
68,79789,97,12440,4022,7,0
52,24700,38,6180,6151,0,1
46,129331,44,9607,4612,22,1
32,83645,57,12646,5065,7,0
50,140594,59,15342,5406,4,0
24,93396,34,6013,5923,27,1
29,27526,75,1084,9246,9,1
66,123863,95,2935,5477,1,1
47,59500,82,10608,3178,3,1
38,88049,23,10262,9275,21,1
48,93366,86,12604,5441,24,1
41,100317,43,10713,7829,1,1
37,79117,82,18885,1341,14,0
54,76096,40,3473,4538,19,0
21,27910,47,1735,2304,9,1
45,101383,41,3838,9421,20,1
61,91185,47,3562,4849,29,1
37,70248,20,14440,5446,23,0
41,94656,77,4906,7618,23,0
67,21951,65,2272,7157,1,1
66,85212,68,5836,2072,5,1
68,95701,24,2862,6740,21,0
49,99888,36,5226,5466,28,0
58,95282,45,13610,756,13,0
53,129274,2,10014,627,4,1
51,114533,28,17926,7367,23,1
53,61954,26,7209,8354,25,0
19,109719,23,11270,2705,1,1
32,28804,79,18268,9013,13,1
51,112705,36,4649,4879,12,1
53,20595,91,15126,8567,1,0
23,49592,6,17073,6777,29,0
56,60643,35,4666,4824,22,0
59,143721,38,14357,8810,8,1
68,82665,35,16448,7581,2,1
68,40823,74,10913,2871,14,0
29,25972,94,9566,5516,22,1
20,35882,53,16605,6802,2,0
62,86394,38,1557,6882,11,1
35,91055,93,10472,7039,5,1
57,43769,59,12615,6952,18,1
38,45020,43,7040,6892,16,1
32,62748,4,14884,5296,5,1
50,122621,5,2128,2941,26,0
52,105374,68,18744,1517,18,0
43,64912,45,10292,5001,16,1
25,32879,80,6349,3547,15,0
53,53798,25,13319,6294,20,1
65,127791,78,10823,4750,7,1
47,109826,11,1057,6447,23,1
40,66073,29,9503,8885,23,0
59,95791,34,11193,7891,18,1
61,86983,86,6493,2946,7,1
31,63005,14,4877,7623,19,0
31,114731,24,3282,1899,14,1
19,22850,59,12375,6795,7,0
54,48400,39,2431,4187,2,0
22,144948,26,13526,8364,15,0
55,31953,43,2775,6627,2,0
62,126410,36,12351,1052,0,0
58,145155,39,15639,6043,7,0
64,43535,61,5385,9421,23,0
31,95536,16,16203,3060,8,1
56,95039,59,4974,5608,21,1
42,141640,96,6905,4766,11,1
37,101029,6,5465,5445,17,1
19,24055,98,7945,9485,16,1
56,58170,56,12058,6184,7,1
23,145331,8,13636,8816,25,1
34,117944,94,3302,8866,19,1
42,127585,27,5966,3051,10,0
45,119976,71,14447,4348,29,1
19,48251,27,19426,3956,26,1
52,24532,89,15162,3258,6,0
54,24924,46,17058,4255,13,0
22,68037,41,9714,4142,9,0
18,98082,79,11899,8619,14,1
57,112115,25,3998,2160,11,0
29,91621,86,1909,8729,19,0
53,97926,18,13729,6086,16,0
62,98816,12,2880,4076,7,0
40,109654,87,13497,6958,25,1
64,90400,51,19944,6625,13,0
48,127620,39,8527,3423,24,1
28,119525,89,6696,3208,25,0
27,121164,10,4072,4671,14,0
20,112385,94,13018,8922,24,0
31,113102,74,5476,3250,24,1
33,30702,98,12067,7976,27,0
27,126732,77,5489,8431,27,1
46,35385,54,17219,3304,26,0
27,29336,29,15367,5944,10,1
29,85421,41,7855,1341,11,1
47,51225,9,4097,6075,19,0
58,56021,63,12817,8010,15,0
18,23782,77,2084,6905,24,0
22,108877,37,1552,4034,26,1
37,135454,14,2153,8357,19,0
25,137369,73,19629,1107,17,1
60,109630,72,19070,7894,9,1
29,69111,39,18077,5118,18,1
18,109402,40,9689,4460,17,1
37,139774,54,14483,4757,29,1
45,142652,3,16034,6112,0,1
60,104585,55,13159,701,26,1
54,62719,33,1805,7059,21,0
64,116528,96,1920,5631,3,0
54,69037,71,14162,1864,22,1
29,100103,19,2443,1251,6,0
54,129987,34,8048,8045,29,0
66,145695,78,14707,5844,25,1
66,23513,50,18929,1705,0,0
61,135183,47,2210,4387,27,1
45,33335,46,17004,1830,28,1
64,64140,56,11272,9122,24,0
32,124126,57,7212,8019,7,1
23,100373,83,11340,5183,25,1
61,97658,51,10700,2774,16,0
37,54840,54,18297,8023,28,0
67,51007,90,9581,3865,7,1
31,76947,81,14045,1763,4,0
19,126833,28,3570,4736,0,1
26,138637,19,3779,4799,14,0
54,140721,27,19360,4233,3,0
37,113220,48,12628,2165,6,0
43,46393,19,18178,1360,13,1
46,77480,97,2722,1344,11,0
18,137243,51,14885,636,20,1
52,108290,7,18282,6247,26,1
23,106335,29,1102,6994,2,1
54,124263,43,14262,6286,27,0
22,29107,69,8453,9845,26,0
50,148181,94,10639,9670,19,1
66,25993,58,13406,9260,17,1
68,116341,8,19416,6700,7,0
31,113650,42,13224,8825,27,0
29,123325,76,7172,2561,1,0
59,144980,42,12252,4878,29,0
37,137595,13,18918,4230,28,1
67,72066,26,8197,8818,26,1
41,131850,18,14677,6622,5,0
60,62942,42,12039,2295,29,1
51,36138,51,5570,4813,6,0
42,138558,84,7706,8687,6,0
67,147408,16,12655,5340,12,0
46,64527,3,1434,4226,0,0
56,29190,91,16139,759,7,1
48,112259,79,10449,1741,24,1
64,139773,98,10122,2343,29,1
60,98422,45,14603,6277,29,0
67,75698,22,11991,2780,22,1
40,102315,23,14859,9647,12,0
61,113710,59,16571,8296,23,1
55,49086,62,7461,5067,19,0
37,37322,68,6996,9800,27,1
40,128132,54,5852,9072,23,0
62,145604,57,3512,1755,18,1
69,120814,23,16446,6962,28,1
33,139324,60,2263,2158,16,1
67,103569,73,3747,3148,12,1
59,105610,88,16416,3871,28,1
25,148921,85,8280,3929,15,1
67,23435,55,11974,5360,23,1
38,121505,80,18477,8120,14,0
18,73331,63,11978,3432,10,0
25,48942,56,12007,5586,11,0
46,79635,55,4763,7149,21,1
49,49059,25,13227,8619,24,1
55,77557,26,14031,5483,2,0
22,133457,49,11515,3021,23,1
64,72389,63,1232,3202,24,0
39,73014,45,19485,518,8,1
64,52826,73,13544,3069,27,0
51,50297,79,3028,1283,13,1
18,63890,39,19313,914,29,1
43,41322,97,17022,9055,6,1
60,55739,65,10650,1603,27,1
27,29719,69,19361,5391,10,1
47,99553,56,3413,5809,9,1
67,28314,9,9026,1671,2,0
35,113831,70,6418,9134,18,0
34,95164,28,10952,6908,1,0
43,127658,45,4597,5245,16,1
25,97028,26,18762,5061,28,0
64,56113,28,1620,8672,1,1
57,137174,40,1929,7136,20,0
66,35357,15,16455,3089,15,0
29,118865,6,15905,6222,16,0
44,40365,27,1974,1222,9,1
25,59029,38,13679,1341,3,1
42,21737,68,19073,2847,10,0
63,94632,75,5671,1145,25,1
21,105474,85,14599,8715,25,0
50,98218,64,13810,3772,16,1
18,144606,30,9917,506,27,0
36,47499,82,9353,4201,25,1
48,130027,99,8784,9963,23,0
33,130402,3,15225,6130,11,1
31,148692,62,1658,3056,20,1
65,127430,12,3897,3454,9,0
22,66157,91,13291,7887,15,1
58,76247,30,19926,7288,3,1
43,148411,85,14572,9753,2,1
45,61034,38,4205,5161,8,1
19,20294,85,5044,4301,5,1
67,118072,60,4433,6133,11,1
23,44596,38,7711,7913,0,1
26,118185,15,8384,1663,13,1
50,31434,18,18261,1781,23,1
58,78382,52,18475,8687,9,0
42,58098,29,4059,9900,17,1
65,24655,60,16915,802,12,1
30,103029,21,8513,9447,8,0
26,66228,17,14865,4759,26,1
30,23771,18,2674,6263,22,1
48,94099,57,10800,9918,18,1
58,140811,37,14978,8680,3,1
28,76799,60,17697,8075,2,0
21,82257,38,17767,9925,5,1
51,37558,12,6884,6478,8,1
55,119468,75,19196,9589,9,0
63,78436,84,19708,6590,8,0
21,127779,73,14383,8654,16,0
55,144891,1,6248,8683,9,1
36,143725,58,4429,6180,5,0
23,112103,3,17611,7011,15,1
51,143400,63,11256,3862,16,0
35,52376,21,9203,2512,10,0
30,139154,23,8765,1600,19,1
58,107458,9,2522,9507,6,0
40,97924,83,1691,5604,3,1
36,49332,55,2739,6115,24,0
62,66737,19,2525,5002,29,0
28,109031,62,17453,8123,9,1
18,93970,87,7251,5087,20,1
41,71952,91,11440,9724,13,0
24,40991,91,14860,6537,24,1
42,47472,39,8649,1655,16,0
38,79946,76,2287,9792,28,1
32,125566,27,14193,1496,27,0
18,46849,46,9767,5709,13,1
29,21541,34,16913,3045,19,0
24,149237,33,16629,4200,22,0
32,22765,92,5954,7265,12,0
38,63074,95,1744,5484,1,0
36,122795,96,11719,853,8,1
46,49283,50,13402,2818,2,1
42,121387,20,5576,9430,3,1
50,140044,40,10216,3019,11,0
66,120161,99,17363,5927,29,0
49,20769,95,18325,5103,14,0
66,37806,58,6050,8746,19,1
52,110518,31,14948,2584,7,1
61,22972,38,18151,1399,17,1
55,38256,86,3438,9215,4,1
43,123903,45,11382,962,1,0
28,145574,41,15663,2001,27,0
52,38653,9,15069,1215,21,0
25,123579,9,9819,5830,8,0
63,106669,63,17760,7674,27,1
31,59339,79,13078,4111,24,0
27,45757,77,17473,9680,13,1
19,123376,22,12047,711,0,1
63,62399,16,10257,7856,19,0
26,64013,32,14805,1253,3,1
20,117605,66,17212,4250,16,1
38,34706,90,11296,3722,9,0
43,58231,14,15570,935,1,1
25,47909,38,3655,9927,5,0
65,125754,98,15727,9470,25,1
19,145777,8,18899,5429,18,1
23,96631,21,4017,2460,8,1
45,77572,56,15142,4772,18,1
46,105879,46,8343,6313,18,1
43,83767,43,13339,2224,8,0
42,46469,92,2573,8877,2,1
29,21313,46,6597,1994,5,1
22,27847,48,4926,2479,5,1
51,70222,70,11244,5928,16,1
65,94702,84,4796,4553,12,0
54,29930,31,9823,8937,12,1
32,23285,33,11053,7660,6,1
61,143637,44,18616,9075,8,1
53,55863,71,19648,7709,24,0
32,36704,8,19431,784,24,1
60,38705,73,1535,5583,17,1
65,20555,2,16701,4494,0,1
40,41323,17,8884,8991,21,0
23,90968,52,12725,1400,21,1
63,86922,45,7881,1959,19,1
67,73915,37,14017,3421,12,1
61,129543,42,10467,3033,7,0
60,30619,44,4073,7079,20,1
62,92390,81,16963,1305,22,1
38,148918,38,2025,8095,8,1
40,128500,99,3051,2728,28,1
60,134337,94,4621,2421,0,0
33,79274,6,15405,5472,8,0
64,93173,68,5403,2887,28,0
32,41225,51,4323,2496,28,1
42,131266,35,6017,5325,19,0
53,46739,58,7435,5782,22,1
28,67708,57,16492,3003,10,1
68,148041,73,14170,604,19,1
32,73019,6,6816,7362,3,0
21,96154,13,5604,9130,28,0
38,122097,59,4424,2021,15,1
30,27373,86,15628,1851,13,1
39,55281,92,12861,3198,19,0
36,40187,30,13501,4112,21,0
51,87863,2,3812,1008,20,1
31,117927,58,1044,5810,17,0
21,127113,36,18017,6690,24,1
65,104085,72,10402,1774,26,0
69,137996,45,9785,3322,21,0
63,59220,9,15581,563,25,0
44,142755,65,2926,4421,21,1
46,27642,77,1856,1359,8,1
64,99971,50,6988,2047,0,1
45,75556,79,9743,2576,22,1
52,53760,32,5138,936,2,0
25,58192,98,12080,6585,19,1
33,144257,43,17082,4157,0,0
59,24381,95,15870,1262,2,1
53,116583,78,1606,1235,13,1
47,39558,54,9863,7714,29,1
35,50782,47,6022,8084,13,0
19,24782,14,17400,4594,22,0
66,111417,48,6149,7094,29,0
30,74712,55,6311,5228,21,1
21,125764,29,3484,4229,12,1
43,114945,47,16012,7741,0,0
42,39462,63,16833,1576,14,0
47,80030,19,12041,2330,24,0
28,88519,91,4807,1173,19,0
24,76411,9,4173,1048,6,1
48,75206,37,18857,9628,15,1
61,117469,92,15212,1395,19,1
27,66950,52,11199,3069,22,1
56,22523,57,3412,1413,20,1
30,80926,88,17093,1676,0,0
48,29677,28,19535,7773,14,0
24,95828,36,4182,7196,19,1
66,35089,64,2014,5365,14,0
59,24581,18,18988,4806,18,1
59,31907,89,18253,3773,5,1
53,25609,35,7913,7076,5,0
37,71153,68,3727,2022,0,0
21,70539,78,3852,6925,29,1
24,64143,39,10077,7977,29,1
18,42936,90,19992,3302,15,0
61,70182,8,2273,3622,26,0
62,128261,88,8649,2956,17,1
59,131259,80,2955,2149,12,0
64,119524,84,9778,2820,11,1
30,115042,15,5549,1643,17,1
39,33163,7,16863,8737,27,0
38,146686,17,12809,3814,9,0
39,79758,86,9302,4906,13,1
45,66057,86,9100,3109,19,0
26,32537,64,3911,8091,28,0
43,42419,12,13091,3619,24,0
26,62578,82,10099,1900,10,0
32,94991,56,6663,8699,17,0
27,141211,46,12881,9675,26,1
41,142762,47,15368,4097,23,0
59,94599,79,17938,5989,26,0
25,20834,16,9298,4011,11,0
41,52214,69,4336,4328,16,1
33,112934,2,7369,1065,27,1
66,143798,92,3534,8151,23,1
43,120028,54,3226,9592,2,0
44,141286,27,10585,3271,29,1
54,22413,31,1166,7277,20,0
21,29505,41,11902,613,0,0
67,140681,36,4624,1031,0,1
41,122802,47,19731,3910,5,1
36,22105,43,18788,9736,18,1
53,88104,65,10717,6339,23,1
56,148303,50,13601,8724,3,0
27,127634,93,14103,8824,21,1
42,134897,1,14030,2226,12,0
35,78408,72,3774,5570,25,1
36,57679,57,10017,8717,11,1
53,136908,16,11150,3148,24,1
27,134921,28,4739,9953,29,0
50,119096,86,15911,2565,7,1
67,99731,82,5464,1433,19,0
22,132205,22,13381,1550,25,0
64,85131,41,14746,9508,23,0
66,84280,76,5094,6530,6,0
52,35762,19,3930,7616,20,0
61,137798,89,1763,5543,6,0
51,136854,50,12552,9429,6,0
50,126830,59,4450,6967,13,0
38,78703,69,15102,4102,28,0
34,101434,34,2861,7378,25,1
39,83079,39,11806,1292,17,1
65,41577,74,14283,6463,22,1
54,21214,7,17493,1885,18,0
32,106339,52,13436,1560,23,0
52,68114,60,9890,8423,23,1
45,109234,52,16352,4638,24,1
24,83230,79,6529,1649,26,0
49,143163,24,16843,8193,19,1
28,52980,26,9299,7992,25,0
27,87194,90,9580,6827,18,1
26,97806,90,9616,3853,24,0
31,132333,10,19878,6469,24,0
30,57792,17,12157,5128,17,0
42,65807,78,11191,3948,5,0
19,144297,2,12767,5827,15,1
52,145266,77,18911,5549,2,0
24,42301,27,3026,568,20,0
38,25141,73,11958,4008,1,1
35,136482,71,2855,800,14,1
20,124292,48,16063,7297,19,1
59,142984,74,15915,3100,10,0
56,33777,9,18981,2653,18,0
58,58346,86,18232,5405,17,1
66,74703,23,6958,4518,21,1
28,114977,71,15705,3582,10,1
56,67819,73,11108,7574,2,0
41,48469,27,19302,1739,3,1
63,23845,88,6761,959,5,1
36,130186,93,1688,8482,11,0
21,43290,81,7306,3126,28,0
43,132551,84,6072,4263,27,0
55,50699,71,18739,7520,20,1
59,64252,43,19071,3301,3,0
49,118682,7,11909,963,28,0
56,23293,92,13713,1497,29,1
62,138017,83,13614,6141,11,0
63,139496,63,10321,6884,3,1
53,129934,84,7086,2178,1,1
57,77089,44,13731,1364,11,0
54,131964,39,14341,9882,12,1
50,36608,40,7667,8236,25,1
53,148713,7,13976,3197,28,1
20,86273,70,18374,9556,15,0
26,36619,25,13333,3426,3,1
25,98006,59,6290,8042,27,1
